0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
16128 16128
16896 16896
17408 17408
17664 17664
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
0 0
0 0
16128 16128
16896 16896
17408 17408
17664 17664
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
0 0
0 0
16896 16896
17408 17408
17664 17664
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
0 0
0 0
16896 16896
17408 17408
17664 17664
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
0 0
0 0
17408 17408
17664 17664
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
0 0
0 0
17408 17408
17664 17664
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
0 0
0 0
17664 17664
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
19584 19584
0 0
0 0
17664 17664
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
19584 19584
0 0
0 0
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
19584 19584
19648 19648
0 0
0 0
17920 17920
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
19584 19584
19648 19648
0 0
0 0
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
19584 19584
19648 19648
19712 19712
0 0
0 0
18176 18176
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
19584 19584
19648 19648
19712 19712
0 0
0 0
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
19072 19072
19200 19200
19328 19328
19456 19456
19520 19520
19584 19584
19648 19648
19712 19712
19776 19776
0 0
0 0
18432 18432
18560 18560
18688 18688
18816 18816
18944 18944
